,0
pelvis_tilt,0.08899436060496789
pelvis_list,0.026731452816567147
pelvis_rotation,0.08943532967885691
pelvis_tx,0.20053007570306597
pelvis_ty,0.029442285561080316
pelvis_tz,0.06816042097920733
hip_flexion_r,0.011034767498763089
hip_adduction_r,0.027158711946485982
hip_rotation_r,0.07818373076572094
knee_angle_r,0.014871655783653688
knee_angle_r_beta,0.014871655834963124
ankle_angle_r,0.020111868034570702
subtalar_angle_r,0.0
mtp_angle_r,0.0
hip_flexion_l,0.01542826557770461
hip_adduction_l,0.020106002718767196
hip_rotation_l,0.0388435481383897
knee_angle_l,0.01477730882521961
knee_angle_l_beta,0.01477730866611869
ankle_angle_l,0.014785265898915614
subtalar_angle_l,0.0
mtp_angle_l,0.0
lumbar_extension,0.09168750750763287
lumbar_bending,0.024778750519026928
lumbar_rotation,0.05236098099541077
arm_flex_r,0.03138777838416106
arm_add_r,0.04833802138795798
arm_rot_r,0.0913769296448522
elbow_flex_r,0.04262953312317184
pro_sup_r,0.0722723639132198
wrist_flex_r,0.0
wrist_dev_r,0.0
arm_flex_l,0.04781200049553254
arm_add_l,0.048580097356720475
arm_rot_l,0.1406235981349476
elbow_flex_l,0.03615090697027685
pro_sup_l,0.0792858657752724
wrist_flex_l,0.0
wrist_dev_l,0.0
